,Source,PX,PY,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14
1446,20191128_191558_HDR_2.jpg,202,67,6.0,5.0,2.925926,3.575561,6.0,-0.029452,-0.517053,13.0,5.0,3.8024690000000003,5.019517,101.0,-1.238047,-6.0140139999999995
212,20191128_192452_HDR_2.jpg,172,57,5.0,7.0,3.012346,3.061081,5.0,0.039805,-0.13863399999999998,12.0,7.0,5.148148,4.701224,76.0,-1.1091540000000002,-5.3670599999999995
3259,Control_3_Bregma_-2.jpg,53,76,2.0,13.0,-1.8024689999999999,3.4189730000000003,2.0,0.06191699999999999,-1.225417,7.0,13.0,-1.9135799999999998,3.887929,52.0,-0.9773290000000001,-5.058582
5228,20191128_191118_HDR_2.jpg,59,43,8.0,2.0,5.530864,2.824437,8.0,0.0175,-0.517478,12.0,3.0,5.864198,3.5268040000000003,66.0,-1.037046,-5.2694019999999995
1735,20191128_191500_HDR_2.jpg,159,47,11.0,5.0,7.037037,4.649292,11.0,-0.24767899999999998,-1.0653860000000002,14.0,5.0,6.925926,4.963516,110.0,-1.272665,-5.886558
2931,Control_A_3-4.jpg,129,30,10.0,2.0,7.234567999999999,3.553026,10.0,-0.177717,-0.9005299999999999,15.0,2.0,8.271605000000001,4.4749300000000005,53.0,-0.942498,-4.568001000000001
4014,20191128_191349_HDR_2.jpg,45,84,45.0,0.0,37.037037,10.743295,45.0,-0.552331,-1.7709130000000002,51.0,0.0,38.444444,11.705227,79.0,-0.9390629999999999,-4.086653
5486,20191128_192452_HDR_2.jpg,137,43,5.0,4.0,3.358025,2.578681,5.0,0.048019,-0.21264899999999998,13.0,5.0,5.444444,4.658723,71.0,-1.085608,-5.154383
6036,Control_A_-4.08.jpg,102,69,9.0,47.0,-0.061728,13.258443,9.0,-0.38143699999999997,-2.045871,34.0,47.0,3.3827160000000003,16.321285999999997,61.0,-1.029219,-5.153382
3505,20191128_191320_HDR_2.jpg,109,28,6.0,4.0,2.851852,2.8936330000000003,6.0,0.107358,-0.737717,10.0,4.0,2.938272,3.060484,98.0,-1.220594,-6.39865
2882,Control_3_Bregma_-2.jpg,65,61,7.0,5.0,2.938272,3.274841,7.0,-0.025855,-1.0623879999999999,11.0,5.0,3.08642,3.601089,58.0,-0.989525,-5.3378559999999995
5397,20191128_191647_HDR_2.jpg,102,30,7.0,4.0,4.111111,2.810913,7.0,-0.015637,-0.8155359999999999,15.0,3.0,4.765432,4.411745,78.0,-1.12246,-5.702251
3513,Control_3_Bregma_-2.jpg,90,45,15.0,0.0,10.197531,4.113872,15.0,-0.282989,-1.497963,20.0,0.0,10.876543,4.536226999999999,69.0,-1.041246,-5.111472
5381,Control_2_Bregma_-3.12_PS_(1x).jpg,215,50,7.0,11.0,1.987654,5.071084,7.0,-0.17458900000000002,-0.9916459999999999,14.0,11.0,2.851852,6.148594,80.0,-1.143374,-5.363873
1179,20191128_190652_HDR_2.jpg,67,37,13.0,0.0,8.617284,3.818628,13.0,-0.139602,-1.0092079999999999,16.0,0.0,8.802469,4.013618,106.0,-1.240713,-5.885921
3355,20191128_191203_HDR_2.jpg,50,53,2.0,16.0,-1.851852,5.079883000000001,2.0,0.022489,-0.361536,10.0,15.0,-0.43209899999999996,6.845632000000001,62.0,-1.038257,-5.917204
2258,20191128_191320_HDR_2.jpg,184,70,8.0,5.0,5.222222,2.784436,8.0,-0.03792,-1.0551979999999999,14.0,5.0,5.259258999999999,3.516374,111.0,-1.273454,-6.642084
5147,20191128_191118_HDR_2.jpg,127,54,6.0,10.0,2.061728,4.445405,6.0,-0.14746900000000002,-0.723878,13.0,10.0,2.777778,5.340273000000001,72.0,-1.100523,-5.092518
6449,20191128_192514_HDR_2.jpg,44,68,8.0,6.0,4.592593,3.547831,8.0,-0.11638699999999999,-1.19078,12.0,6.0,4.592593,3.880237,59.0,-1.002632,-5.249812
1001,20191128_192452_HDR_2.jpg,40,68,8.0,1.0,4.197531,2.709926,8.0,-0.12935,-1.594048,11.0,1.0,4.82716,3.2990459999999997,58.0,-0.994706,-5.5598410000000005
3422,20191128_191320_HDR_2.jpg,170,56,10.0,6.0,5.814815,4.38322,10.0,-0.178826,-0.937801,13.0,6.0,5.82716,4.620914,112.0,-1.279628,-5.9228760000000005
4648,Control_A_3-4.jpg,113,34,9.0,15.0,4.6543209999999995,5.27318,9.0,-0.04384,-0.590424,14.0,14.0,5.296296,5.740143,51.0,-0.9220280000000001,-4.300493
450,20191128_191558_HDR_2.jpg,214,83,3.0,8.0,-0.160494,2.8041270000000003,3.0,0.040518,-0.752833,6.0,8.0,0.09876499999999999,3.2379119999999997,99.0,-1.241382,-6.248087
1239,20191128_191356_HDR_2.jpg,60,54,7.0,6.0,2.246914,3.812037,7.0,-0.185944,-1.350917,12.0,4.0,3.901235,4.362026999999999,73.0,-1.104392,-5.390809
3927,20191128_191420_HDR_2.jpg,127,33,36.0,21.0,30.395062,11.782681,36.0,-0.6154189999999999,-1.441435,49.0,22.0,33.716049,13.896651,106.0,-1.1765649999999999,-4.5915610000000004
3319,20191128_191028_HDR_2.jpg,87,31,6.0,3.0,3.197531,2.311644,6.0,0.06918400000000001,-0.950693,11.0,3.0,3.530864,2.820062,66.0,-1.050904,-5.702251
2922,Control_A_-2.76.jpg,169,36,5.0,86.0,-6.716049000000001,23.449044,5.0,-0.40718000000000004,-2.943151,31.0,86.0,-2.703704,26.071338,85.0,-1.189845,-5.1376
4752,20191128_192315_HDR_2.jpg,133,52,14.0,7.0,9.345678999999999,6.176740000000001,14.0,-0.265534,-0.949558,20.0,8.0,9.962963,7.125757000000001,110.0,-1.256644,-5.868193
5217,20191128_192452_HDR_2.jpg,113,36,7.0,7.0,4.629630000000001,3.375454,7.0,0.055521,-0.179336,13.0,7.0,6.320988,5.113109,70.0,-1.069448,-4.952733
6120,20191128_191420_HDR_2.jpg,102,36,50.0,14.0,43.320988,13.415329000000002,50.0,-0.606196,-1.516656,63.0,15.0,46.987654,15.707586,113.0,-1.147251,-4.364311
1767,20191128_192402_HDR_2.jpg,128,38,7.0,3.0,5.111111,2.726188,7.0,-0.000376,-0.41066,12.0,3.0,5.6543209999999995,3.628286,75.0,-1.102343,-5.554839
6512,20191128_191356_HDR_2.jpg,117,39,8.0,8.0,4.703704,4.857079,8.0,-0.245929,-0.84698,17.0,8.0,6.740741000000001,6.640277,84.0,-1.15504,-5.56936
5360,20191128_191647_HDR_2.jpg,158,36,11.0,5.0,8.061728,4.358462,11.0,-0.12455899999999999,-0.5037020000000001,21.0,5.0,9.814815,5.722192,95.0,-1.193632,-5.294308999999999
1965,20191128_191349_HDR_2.jpg,131,45,35.0,1.0,30.333333000000003,9.82187,35.0,-0.468962,-1.068936,51.0,1.0,33.876543,11.95814,94.0,-1.080904,-4.266845
1663,20191128_191134_HDR_2.jpg,95,30,10.0,2.0,6.962963,3.7099949999999997,10.0,-0.10608599999999999,-0.619102,15.0,3.0,7.691358,4.739229,84.0,-1.1404299999999998,-5.484394
3553,Control_A_3-4.jpg,66,70,5.0,14.0,0.283951,4.656695,5.0,-0.051618,-0.790514,10.0,13.0,0.901235,4.867643,46.0,-0.9066200000000001,-4.628171
2298,Control_A_-2.28.jpg,166,49,7.0,8.0,4.061728,3.511342,7.0,-0.011073000000000001,-0.76179,16.0,9.0,4.407407,4.710843,51.0,-0.929414,-4.926611
6456,Control_2_Bregma_-3.12_PS_(1x).jpg,198,43,10.0,9.0,3.765432,5.39838,10.0,-0.26077100000000003,-1.2940969999999998,15.0,9.0,4.185185,5.9423379999999995,81.0,-1.143475,-5.2633019999999995
2108,Control_A_3-4.jpg,238,54,14.0,1.0,10.555556,4.039924,14.0,-0.302589,-1.46459,21.0,1.0,11.753086,5.009943,63.0,-1.003837,-5.118619
2387,Control_3_Bregma_-2.jpg,86,48,5.0,10.0,1.0,3.7908269999999997,5.0,-0.075571,-0.957838,8.0,11.0,1.1728399999999999,4.129957,58.0,-1.012844,-5.158405999999999
5212,20191128_191420_HDR_2.jpg,172,43,42.0,2.0,35.839506,12.432988,42.0,-0.49880699999999994,-1.200179,51.0,3.0,38.851852,13.998334,125.0,-1.223825,-4.800341
3266,20191128_191558_HDR_2.jpg,166,43,13.0,1.0,10.074074000000001,4.221572,13.0,-0.176025,-0.652252,21.0,1.0,10.703704,5.30419,102.0,-1.22224,-5.5889120000000005
3635,20191128_191320_HDR_2.jpg,193,79,8.0,5.0,5.0,3.6413269999999995,8.0,-0.0070480000000000004,-0.390204,12.0,6.0,4.9135800000000005,4.522093,112.0,-1.2755729999999998,-6.205443
1306,20191128_192402_HDR_2.jpg,129,39,8.0,2.0,6.111111,2.757705,8.0,-0.00040599999999999995,-0.382495,13.0,2.0,6.679011999999999,3.6610300000000002,76.0,-1.10212,-5.554619000000001
553,20191128_190652_HDR_2.jpg,67,38,6.0,7.0,1.703704,3.853632,6.0,-0.09258,-0.9961770000000001,8.0,7.0,1.82716,3.986985,99.0,-1.235594,-6.231684
3999,20191128_191558_HDR_2.jpg,50,95,7.0,1.0,4.197531,2.461655,7.0,0.025707,-1.186811,13.0,1.0,5.160494,3.7890580000000003,65.0,-1.036181,-5.9867669999999995
4729,20191128_191420_HDR_2.jpg,78,57,19.0,39.0,5.444444,13.817148000000001,19.0,-0.55188,-2.3447810000000002,24.0,39.0,6.234568,14.379574,74.0,-1.103918,-5.173175
1637,20191128_191320_HDR_2.jpg,192,75,8.0,5.0,5.419753,3.161747,8.0,-0.115632,-0.882394,13.0,5.0,5.716049,3.454232,113.0,-1.283582,-6.571427000000001
3402,Control_A_-4.08.jpg,115,48,8.0,43.0,1.790123,11.590456,8.0,-0.072102,-0.7047760000000001,40.0,43.0,6.407407,15.426271,61.0,-0.9876959999999999,-4.989391
1600,20191128_191349_HDR_2.jpg,129,44,8.0,28.0,3.1851849999999997,9.855889,8.0,-0.362414,-0.8904709999999999,24.0,28.0,6.962963,11.780339999999999,67.0,-1.066087,-4.453394
3390,Control_A_-4.08.jpg,77,108,35.0,26.0,28.753086,14.114637,35.0,-0.582447,-1.371174,66.0,26.0,37.271605,19.339087,82.0,-0.9710209999999999,-3.7477300000000002
1484,Control_A_-4.08.jpg,153,31,38.0,40.0,31.061728000000002,17.759953,38.0,-0.743586,-1.7464169999999999,69.0,39.0,40.876543,22.499593,99.0,-1.121813,-4.231994
2079,Control_2_Bregma_-3.12_PS_(1x).jpg,90,56,7.0,9.0,1.444444,3.6072629999999997,7.0,-0.11343099999999999,-1.4260629999999999,15.0,6.0,2.419753,4.455165,65.0,-1.05433,-5.342493
3938,20191128_192452_HDR_2.jpg,145,44,4.0,6.0,1.9135799999999998,3.051806,4.0,0.06652899999999999,-0.37606100000000003,13.0,5.0,3.777778,4.2947,72.0,-1.089948,-5.8841019999999995
4965,20191128_190652_HDR_2.jpg,64,38,8.0,5.0,3.654321,3.728967,8.0,-0.192412,-1.283899,12.0,5.0,4.45679,4.112761,101.0,-1.241768,-6.045388
2096,20191128_191647_HDR_2.jpg,87,37,9.0,3.0,5.111111,3.5311660000000002,9.0,-0.132246,-1.0095459999999998,16.0,2.0,5.876543,4.125748000000001,77.0,-1.112433,-5.421687
6345,Control_A_3-4.jpg,152,30,9.0,5.0,5.851852,3.984882,9.0,-0.178284,-0.91215,14.0,5.0,6.098765,4.580164,52.0,-0.9434459999999999,-4.651382
2344,20191128_192514_HDR_2.jpg,83,36,5.0,12.0,2.469136,4.274779,5.0,-0.161629,-0.5349970000000001,12.0,12.0,4.987654,6.029749,60.0,-1.014448,-4.818236
5422,20191128_191647_HDR_2.jpg,207,73,11.0,2.0,7.802469,3.5674099999999997,11.0,-0.176255,-1.17656,17.0,2.0,8.790123,4.282367,101.0,-1.224959,-6.147078
1643,Control_A_-4.08.jpg,117,47,12.0,69.0,4.444444,13.760742,12.0,-0.31428,-1.368788,45.0,69.0,9.987654,17.987303,66.0,-1.026071,-5.292412000000001
3796,20191128_191500_HDR_2.jpg,31,84,14.0,0.0,9.246914,3.183797,14.0,-0.206411,-2.077122,17.0,0.0,9.555556,3.896817,82.0,-1.119887,-6.353663
426,Control_3_Bregma_-2.jpg,197,62,15.0,3.0,9.185185,5.831187,15.0,-0.357777,-1.370767,18.0,3.0,9.222222,5.948337,72.0,-1.075588,-4.958216999999999
6170,20191128_191134_HDR_2.jpg,111,36,9.0,5.0,5.728395,3.890515,9.0,-0.114973,-0.650821,16.0,5.0,6.728395,5.057722,85.0,-1.155841,-5.357330999999999
3925,20191128_190910_HDR_2.jpg,103,29,8.0,8.0,4.3333330000000005,4.589306,8.0,-0.19121300000000002,-1.0139040000000001,14.0,9.0,4.617284,5.041967,98.0,-1.225524,-6.005962
6283,20191128_191356_HDR_2.jpg,75,46,16.0,1.0,10.716049,4.57377,16.0,-0.30521,-1.382758,23.0,1.0,11.395062,6.00551,84.0,-1.128396,-5.3521339999999995
3654,20191128_191420_HDR_2.jpg,182,47,24.0,22.0,16.938272,11.805361,24.0,-0.50242,-1.232753,33.0,22.0,19.296295999999998,13.55596,109.0,-1.241059,-4.744679
2950,20191128_190910_HDR_2.jpg,75,36,10.0,7.0,4.555556,4.853407,10.0,-0.134725,-1.040351,13.0,8.0,4.604938,5.177537,92.0,-1.19216,-5.554734
5431,Control_A_-2.76.jpg,115,37,21.0,3.0,15.962963,6.098865,21.0,-0.446485,-1.684665,27.0,2.0,17.308642000000003,7.089624000000001,94.0,-1.163033,-5.5485940000000005
1398,20191128_192452_HDR_2.jpg,44,64,5.0,4.0,0.617284,2.975488,5.0,-0.110475,-1.2928979999999999,8.0,3.0,1.54321,3.344608,56.0,-0.994635,-5.262398
4035,20191128_192922_HDR_2.jpg,168,42,21.0,8.0,14.061728,8.273632000000001,21.0,-0.494565,-1.454046,29.0,8.0,14.382716,8.623207,92.0,-1.175241,-4.949946
2502,Control_A_3-4.jpg,95,45,13.0,6.0,7.197531,5.179303,13.0,-0.31014200000000003,-1.269624,16.0,6.0,7.172839999999999,5.521652,53.0,-0.941683,-4.349479
2623,20191128_190652_HDR_2.jpg,93,32,5.0,8.0,2.0370369999999998,3.642833,5.0,0.007866,-0.44621400000000006,9.0,8.0,2.802469,4.426128,98.0,-1.226818,-5.9269870000000004
3177,Control_A_3-4.jpg,114,34,8.0,8.0,3.703704,4.795689,8.0,-0.119591,-0.913776,13.0,8.0,4.222222,5.263431,50.0,-0.929833,-4.431125
5754,Control_2_Bregma_-3.12_PS_(1x).jpg,166,36,24.0,3.0,16.407407,6.12378,24.0,-0.524736,-2.8070209999999998,29.0,3.0,16.444444,6.709124,91.0,-1.165074,-6.053922
1915,20191128_191203_HDR_2.jpg,113,34,14.0,5.0,9.925925999999999,5.800762000000001,14.0,-0.305253,-0.8984270000000001,22.0,5.0,11.308641999999999,7.205350999999999,84.0,-1.139229,-4.920198
4713,20191128_191420_HDR_2.jpg,184,49,19.0,27.0,12.580247,11.040737,19.0,-0.537377,-1.2860559999999999,29.0,26.0,15.506173,12.808295,105.0,-1.237214,-5.038883
5132,20191128_192514_HDR_2.jpg,173,46,9.0,4.0,7.172839999999999,3.161458,9.0,-0.050823,-0.407929,16.0,4.0,9.037037,4.473363,71.0,-1.066043,-5.147983999999999
4191,20191128_192514_HDR_2.jpg,95,31,12.0,3.0,10.037037,3.6933190000000002,12.0,-0.070997,-0.33323800000000003,19.0,3.0,12.222222,5.10386,68.0,-1.024283,-4.716126999999999
2169,Control_3_Bregma_-2.jpg,107,36,8.0,5.0,3.0,3.711843,8.0,-0.16236199999999998,-1.455714,13.0,5.0,3.271605,4.236853,64.0,-1.047862,-5.299323
1356,20191128_191134_HDR_2.jpg,77,29,10.0,3.0,7.012346000000001,3.653153,10.0,-0.137491,-0.7204020000000001,16.0,3.0,8.333333,4.833014,82.0,-1.130363,-5.399451999999999
1844,20191128_190652_HDR_2.jpg,79,33,8.0,8.0,3.7407410000000003,3.965212,8.0,-0.190613,-1.202836,13.0,7.0,4.382716,4.238471,101.0,-1.242772,-5.904721
1103,Control_2_Bregma_-3.12_PS_(1x).jpg,120,38,12.0,9.0,5.098765,5.360129,12.0,-0.305898,-1.612431,18.0,9.0,5.148148,6.13251,73.0,-1.094236,-5.214791
1558,Control_3_Bregma_-2.jpg,136,36,8.0,12.0,3.222222,5.086899,8.0,-0.272782,-1.428325,12.0,11.0,4.123457,5.672944,65.0,-1.0618040000000002,-5.031022
6128,20191128_190652_HDR_2.jpg,83,32,8.0,3.0,4.518519,3.5105169999999997,8.0,-0.093688,-0.779764,12.0,4.0,4.234568,3.820903,100.0,-1.232528,-5.93445
4028,20191128_191134_HDR_2.jpg,84,28,5.0,6.0,2.592593,2.779012,5.0,0.10533900000000002,-0.289881,10.0,5.0,3.4444440000000003,3.671714,78.0,-1.1232879999999998,-5.624345
5684,20191128_191647_HDR_2.jpg,77,52,7.0,5.0,3.4444440000000003,3.545124,7.0,-0.064264,-0.777805,12.0,5.0,4.271605,4.374484,71.0,-1.078785,-5.7584029999999995
4020,20191128_192315_HDR_2.jpg,77,41,9.0,46.0,3.37037,9.951046,9.0,-0.256449,-1.465411,20.0,46.0,5.938272,11.630467999999999,97.0,-1.2187700000000001,-5.225443
278,20191128_192514_HDR_2.jpg,85,34,14.0,3.0,11.580247,4.215973,14.0,-0.12501800000000002,-0.428834,21.0,3.0,13.753085999999998,5.840537,69.0,-1.0190709999999998,-4.558516
1778,20191128_190652_HDR_2.jpg,66,38,10.0,3.0,5.6666669999999995,3.781044,10.0,-0.183291,-1.173375,13.0,3.0,5.950617,3.962482,103.0,-1.2420149999999999,-6.069636
5007,20191128_191118_HDR_2.jpg,66,38,14.0,1.0,9.987654,3.888869,14.0,-0.277792,-2.797107,22.0,0.0,11.098765,4.860028,74.0,-1.078025,-6.278405
1528,20191128_192315_HDR_2.jpg,50,59,25.0,22.0,18.074074,11.954417,25.0,-0.648877,-2.149506,37.0,22.0,20.123457000000002,13.804976000000002,105.0,-1.236292,-5.658861
1005,20191128_191558_HDR_2.jpg,155,39,15.0,2.0,11.382716,4.757237,15.0,-0.30401500000000004,-1.0348700000000002,26.0,1.0,12.827160000000001,6.115736,102.0,-1.223349,-5.347015
4759,Control_2_Bregma_-3.12_PS_(1x).jpg,109,45,11.0,9.0,4.703704,5.967907,11.0,-0.244745,-1.4042299999999999,15.0,10.0,4.716049,6.556939,71.0,-1.08012,-5.114579
1262,Control_A_-4.08.jpg,240,46,18.0,67.0,11.753086,16.036633,18.0,-0.6205930000000001,-1.429141,53.0,68.0,19.197531,20.414482999999997,95.0,-1.180785,-4.669588
